YEAR,COUNTY,MSSA_ID,MSSA_NAME,MSSA_TYPE,Race_ethnicity,Population,Adolescent_births,Indicator,Annotation,Indicator_rate,Indicator_ll,Indicator_ul
2010-2012,Riverside,129.3,Agua Caliente/Palm Springs Central,Urban,ASIAN,109,0,PBHP,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,ASIAN,179,0,ABR,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,ASIAN,179,0,PRB,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,ASIAN,179,0,PBHP,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,BLACK,26,0,ABR,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,BLACK,26,0,PRB,,0,,
2010-2012,Riverside,130,Idyllwild/Pine Cove,Rural,BLACK,26,0,PBHP,,0,,
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,ASIAN,88,0,ABR,,0,,
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,ASIAN,88,0,PRB,,0,,
2010-2012,Riverside,133.2,Homeland/Lakeview/San Jacinto,Urban,ASIAN,88,0,PBHP,,0,,
2010-2012,Riverside,133.3,Glen Valley/Mead Valley,Rural,ASIAN,21,0,ABR,,0,,
2010-2012,Riverside,133.3,Glen Valley/Mead Valley,Rural,ASIAN,21,0,PRB,,0,,
2010-2012,Riverside,133.3,Glen Valley/Mead Valley,Rural,ASIAN,21,0,PBHP,,0,,
2010-2012,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,ASIAN,156,0,ABR,,0,,
2010-2012,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,ASIAN,156,0,PRB,,0,,
2010-2012,Sacramento,136,Clay/Galt/Herald/Wilton,Rural,ASIAN,156,0,PBHP,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,ASIAN,15,0,ABR,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,ASIAN,15,0,PRB,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,ASIAN,15,0,PBHP,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,BLACK,9,0,ABR,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,BLACK,9,0,PRB,,0,,
2010-2012,Sacramento,137,Clarksburg/Hood/Isleton/Locke/Walnut Grove,Rural,BLACK,9,0,PBHP,,0,,
2010-2012,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,ASIAN,246,0,PRB,,0,,
2010-2012,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,ASIAN,246,0,PBHP,,0,,
2010-2012,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,BLACK,80,0,ABR,,0,,
2010-2012,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,BLACK,80,0,PRB,,0,,
2010-2012,Sacramento,138,Rancho Murieta/Sloughhouse,Rural,BLACK,80,0,PBHP,,0,,
2010-2012,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,ASIAN,315,0,ABR,,0,,
2010-2012,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,ASIAN,315,0,PRB,,0,,
2010-2012,Sacramento,139b,Carmichael/Fair Oaks/Gold River,Urban,ASIAN,315,0,PBHP,,0,,
2010-2012,San Benito,140,Hollister/Paicines/Panoche/San Juan Bautista,Rural,ASIAN,181,0,ABR,,0,,
2010-2012,San Benito,140,Hollister/Paicines/Panoche/San Juan Bautista,Rural,ASIAN,181,0,PRB,,0,,
2010-2012,San Benito,140,Hollister/Paicines/Panoche/San Juan Bautista,Rural,ASIAN,181,0,PBHP,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,ASIAN,0,0,ABR,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,ASIAN,0,0,PRB,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,ASIAN,0,0,PBHP,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,BLACK,18,0,ABR,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,BLACK,18,0,PRB,,0,,
2010-2012,San Bernardino,142,Argus/Borosalvay/Trona,Frontier,BLACK,18,0,PBHP,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,ASIAN,3,0,ABR,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,ASIAN,3,0,PRB,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,ASIAN,3,0,PBHP,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,BLACK,18,0,ABR,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,BLACK,18,0,PRB,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,BLACK,18,0,PBHP,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,HISP,147,0,ABR,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,HISP,147,0,PRB,,0,,
2010-2012,San Bernardino,143,Big River/Needles,Frontier,HISP,147,0,PBHP,,0,,
2010-2012,San Bernardino,144.1,USMC Air-Ground Combat Training Center,Rural,ASIAN,15,0,ABR,,0,,
2010-2012,San Bernardino,144.1,USMC Air-Ground Combat Training Center,Rural,ASIAN,15,0,PRB,,0,,
2010-2012,San Bernardino,144.1,USMC Air-Ground Combat Training Center,Rural,ASIAN,15,0,PBHP,,0,,
2010-2012,San Bernardino,144.2,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,ASIAN,77,0,ABR,,0,,
2010-2012,San Bernardino,144.2,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,ASIAN,77,0,PRB,,0,,
2010-2012,San Bernardino,144.2,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,ASIAN,77,0,PBHP,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,BLACK,15,0,ABR,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,BLACK,15,0,PRB,,0,,
2010-2012,San Bernardino,145.3,Lucerne Valley,Rural,BLACK,15,0,PBHP,,0,,
2010-2012,San Bernardino,146,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,ASIAN,25,0,ABR,,0,,
2010-2012,San Bernardino,146,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,ASIAN,25,0,PRB,,0,,
2010-2012,San Bernardino,146,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,ASIAN,25,0,PBHP,,0,,
2010-2012,San Bernardino,147,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,ASIAN,37,0,ABR,,0,,
2010-2012,San Bernardino,147,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,ASIAN,37,0,PRB,,0,,
2010-2012,San Bernardino,147,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,ASIAN,37,0,PBHP,,0,,
2010-2012,San Bernardino,148,Lytle Creek/Wrightwood,Rural,ASIAN,12,0,ABR,,0,,
2010-2012,San Bernardino,148,Lytle Creek/Wrightwood,Rural,ASIAN,12,0,PRB,,0,,
2010-2012,San Bernardino,148,Lytle Creek/Wrightwood,Rural,ASIAN,12,0,PBHP,,0,,
2010-2012,Colusa,15,Colusa,Rural,ASIAN,0,0,ABR,,0,,
2010-2012,Colusa,15,Colusa,Rural,ASIAN,0,0,PRB,,0,,
2010-2012,Colusa,15,Colusa,Rural,ASIAN,0,0,PBHP,,0,,
2010-2012,Colusa,15,Colusa,Rural,BLACK,13,0,ABR,,0,,
2010-2012,Colusa,15,Colusa,Rural,BLACK,13,0,PRB,,0,,
2010-2012,Colusa,15,Colusa,Rural,BLACK,13,0,PBHP,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,ASIAN,3,0,ABR,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,ASIAN,3,0,PRB,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,ASIAN,3,0,PBHP,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,BLACK,0,0,ABR,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,BLACK,0,0,PRB,,0,,
2010-2012,San Diego,152,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,BLACK,0,0,PBHP,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,ASIAN,24,0,ABR,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,ASIAN,24,0,PRB,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,ASIAN,24,0,PBHP,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,BLACK,9,0,ABR,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,BLACK,9,0,PRB,,0,,
2010-2012,San Diego,153.1,Pala/Pauma Valley,Rural,BLACK,9,0,PBHP,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ASIAN,42,0,ABR,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ASIAN,42,0,PRB,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,ASIAN,42,0,PBHP,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,BLACK,9,0,ABR,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,BLACK,9,0,PRB,,0,,
2010-2012,San Diego,153.2,Rincon/San Pasqual/Valley Center,Rural,BLACK,9,0,PBHP,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,ASIAN,0,0,ABR,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,ASIAN,0,0,PRB,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,ASIAN,0,0,PBHP,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,BLACK,0,0,ABR,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,BLACK,0,0,PRB,,0,,
2010-2012,San Diego,154,Barona/Moreno,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,San Diego,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,ASIAN,57,0,ABR,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,BLACK,6,0,PBHP,,0,,
2010-2012,San Diego,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,ASIAN,57,0,PRB,,0,,
2010-2012,San Diego,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,ASIAN,57,0,PBHP,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,ASIAN,673,0,ABR,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,ASIAN,673,0,PRB,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,ASIAN,673,0,PBHP,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,BLACK,250,0,ABR,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,BLACK,250,0,PRB,,0,,
2010-2012,San Diego,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,BLACK,250,0,PBHP,,0,,
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,ASIAN,685,0,ABR,,0,,
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,ASIAN,685,0,PRB,,0,,
2010-2012,San Diego,156f,Escondido East/Hidden Meadows/Poway North,Urban,ASIAN,685,0,PBHP,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,ASIAN,127,0,ABR,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,ASIAN,127,0,PRB,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,ASIAN,127,0,PBHP,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,BLACK,51,0,ABR,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,BLACK,51,0,PRB,,0,,
2010-2012,San Diego,157,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,BLACK,51,0,PBHP,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,ASIAN,42,0,ABR,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,ASIAN,42,0,PRB,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,ASIAN,42,0,PBHP,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,BLACK,66,0,ABR,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,BLACK,66,0,PRB,,0,,
2010-2012,San Diego,158.1,Ramona/Rock Haven/Rosemont,Rural,BLACK,66,0,PBHP,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,ASIAN,9,0,ABR,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,ASIAN,9,0,PRB,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,ASIAN,9,0,PBHP,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,BLACK,6,0,ABR,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,BLACK,6,0,PRB,,0,,
2010-2012,San Diego,158.2,Ballena/Four Corners/San Diego Country Estates,Urban,BLACK,6,0,PBHP,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ASIAN,3,0,ABR,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ASIAN,3,0,PRB,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,ASIAN,3,0,PBHP,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,BLACK,6,0,ABR,,0,,
2010-2012,San Diego,159,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,BLACK,6,0,PRB,,0,,
2010-2012,Colusa,16.1,Williams,Rural,ASIAN,18,0,ABR,,0,,
2010-2012,Colusa,16.1,Williams,Rural,ASIAN,18,0,PRB,,0,,
2010-2012,Colusa,16.1,Williams,Rural,ASIAN,18,0,PBHP,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,ASIAN,6,0,ABR,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,ASIAN,6,0,PRB,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,ASIAN,6,0,PBHP,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,BLACK,4,0,ABR,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,BLACK,4,0,PRB,,0,,
2010-2012,Colusa,16.2,Loduga/Maxwell/Princeton/Stonyford,Frontier,BLACK,4,0,PBHP,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,ASIAN,3,0,ABR,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,ASIAN,3,0,PRB,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,ASIAN,3,0,PBHP,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,BLACK,4,0,ABR,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,BLACK,4,0,PRB,,0,,
2010-2012,Colusa,16.3,Arbuckle/Grimes,Rural,BLACK,4,0,PBHP,,0,,
2010-2012,San Diego,161m,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,Urban,ASIAN,226,0,ABR,,0,,
2010-2012,San Diego,161m,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,Urban,ASIAN,226,0,PRB,,0,,
2010-2012,San Diego,161m,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,Urban,ASIAN,226,0,PBHP,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,ASIAN,4122,0,ABR,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,ASIAN,4122,0,PRB,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,ASIAN,4122,0,PBHP,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,BLACK,232,0,ABR,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,BLACK,232,0,PRB,,0,,
2010-2012,San Diego,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,BLACK,232,0,PBHP,,0,,
2010-2012,San Diego,161u,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,Urban,ASIAN,109,0,ABR,,0,,
2010-2012,San Diego,161u,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,Urban,ASIAN,109,0,PRB,,0,,
2010-2012,San Diego,161u,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,Urban,ASIAN,109,0,PBHP,,0,,
2010-2012,San Francisco,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,ASIAN,1004,0,ABR,,0,,
2010-2012,San Francisco,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,ASIAN,1004,0,PRB,,0,,
2010-2012,San Francisco,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,ASIAN,1004,0,PBHP,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,ASIAN,3230,0,ABR,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,ASIAN,3230,0,PRB,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,ASIAN,3230,0,PBHP,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,WHITE,1587,0,ABR,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,WHITE,1587,0,PRB,,0,,
2010-2012,San Francisco,162e,Golden Gate Park/Parkside/Sunset/West Portal,Urban,WHITE,1587,0,PBHP,,0,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,ASIAN,171,0,ABR,,0,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,ASIAN,171,0,PRB,,0,,
2010-2012,San Joaquin,164.2,Banta/Escalon/Ripon/Vernalis,Rural,ASIAN,171,0,PBHP,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,ASIAN,9,0,ABR,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,ASIAN,9,0,PRB,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,ASIAN,9,0,PBHP,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,BLACK,3,0,ABR,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,BLACK,3,0,PRB,,0,,
2010-2012,San Joaquin,165,Farmington/Linden,Rural,BLACK,3,0,PBHP,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,ASIAN,41,0,ABR,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,ASIAN,41,0,PRB,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,ASIAN,41,0,PBHP,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,BLACK,47,0,ABR,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,BLACK,47,0,PRB,,0,,
2010-2012,San Luis Obispo,170,Atascadero/Templeton,Urban,BLACK,47,0,PBHP,,0,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,BLACK,63,0,ABR,,0,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,BLACK,63,0,PRB,,0,,
2010-2012,San Luis Obispo,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,BLACK,63,0,PBHP,,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,BLACK,104,0,ABR,,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,BLACK,104,0,PRB,,0,,
2010-2012,San Luis Obispo,172,San Luis Obispo,Rural,BLACK,104,0,PBHP,,0,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,ASIAN,43,0,ABR,,0,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,ASIAN,43,0,PRB,,0,,
2010-2012,San Luis Obispo,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,ASIAN,43,0,PBHP,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,ASIAN,79,0,ABR,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,ASIAN,79,0,PRB,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,ASIAN,79,0,PBHP,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,BLACK,25,0,ABR,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,BLACK,25,0,PRB,,0,,
2010-2012,San Luis Obispo,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,BLACK,25,0,PBHP,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,ASIAN,71,0,ABR,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,ASIAN,71,0,PRB,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,ASIAN,71,0,PBHP,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,BLACK,16,0,ABR,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,BLACK,16,0,PRB,,0,,
2010-2012,San Mateo,175.1,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,BLACK,16,0,PBHP,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ASIAN,10,0,ABR,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ASIAN,10,0,PRB,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,ASIAN,10,0,PBHP,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,BLACK,0,0,ABR,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,BLACK,0,0,PRB,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,BLACK,0,0,PBHP,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,HISP,130,0,ABR,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,HISP,130,0,PRB,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,HISP,130,0,PBHP,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,WHITE,125,0,ABR,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,WHITE,125,0,PRB,,0,,
2010-2012,San Mateo,175.2,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,WHITE,125,0,PBHP,,0,,
2010-2012,San Mateo,176b,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,Urban,ASIAN,174,0,ABR,,0,,
2010-2012,San Mateo,176b,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,Urban,ASIAN,174,0,PRB,,0,,
